Tiempo (ms)	Antebrazo	Cuello
118832	511	504
118833	511	512
118834	509	514
118835	513	511
118836	513	512
118837	509	507
118838	507	507
118839	506	506
118840	503	508
118841	503	512
118842	503	508
118843	502	510
118844	502	509
118845	502	510
118846	504	510
118847	507	511
118848	510	509
118849	513	510
118850	512	508
118851	512	507
118852	514	510
118853	514	516
118854	513	517
118855	510	512
118856	510	511
118857	509	505
118858	507	505
118859	506	509
118860	505	504
118861	508	504
118862	504	504
118863	506	509
118864	505	513
118865	507	511
118866	507	510
118867	512	508
118868	508	510
118869	505	512
118870	505	510
118871	505	508
118872	505	510
118873	508	512
118874	512	508
118875	510	509
118876	512	506
118877	513	508
118878	508	508
118879	510	509
118880	508	507
118881	507	505
118882	508	508
118883	507	510
118884	508	509
118885	507	511
118886	505	511
118887	503	514
118888	507	512
118889	508	509
118890	505	511
118891	504	506
118892	503	509
118893	504	511
118894	508	512
118895	510	516
118896	513	511
118897	512	506
118898	514	508
118899	509	505
118900	507	507
118901	506	511
118902	501	510
118903	504	510
118904	510	508
118905	511	509
118906	512	511
118907	511	511
118908	510	511
118909	511	509
118910	509	508
118911	509	509
118912	503	506
118913	502	508
118914	503	510
118915	503	509
118916	504	509
118917	507	510
118918	508	507
118919	510	506
118920	514	506
118921	514	509
118922	512	507
118923	509	510
118924	508	511
118925	508	510
118926	505	508
118927	504	506
118928	505	504
118929	505	509
118930	502	510
118931	504	513
118932	508	508
118933	512	506
118934	512	506
118935	506	511
118936	505	510
118937	508	512
118938	511	508
118939	513	511
118940	515	510
118941	511	513
118942	511	513
118943	510	511
118944	507	510
118945	507	510
118946	507	510
118947	508	511
118948	507	507
118949	506	502
118950	504	506
118951	505	509
118952	504	510
118953	502	510
118954	507	507
118955	506	504
118956	509	504
118957	511	506
118958	506	508
118959	507	507
118960	506	510
118961	506	511
118962	507	513
118963	504	514
118964	506	515
118965	508	510
118966	510	510
118967	507	508
118968	510	509
118969	511	509
118970	509	510
118971	513	508
118972	516	504
118973	512	507
118974	517	509
118975	513	508
118976	512	512
118977	507	508
118978	505	506
118979	504	508
118980	503	508
118981	502	505
118982	505	510
118983	504	511
118984	507	509
118985	502	510
118986	504	507
118987	505	510
118988	505	514
118989	505	512
118990	508	510
118991	505	508
118992	504	506
118993	510	508
118994	514	513
118995	514	510
118996	512	508
118997	508	508
118998	510	508
118999	512	507
119000	510	508
119001	510	506
119002	510	511
119003	506	508
119004	513	508
119005	512	510
119006	511	510
119007	512	507
119008	508	505
119009	506	506
119010	503	504
119011	504	505
119012	504	508
119013	503	507
119014	508	507
119015	508	510
119016	506	510
119017	509	509
119018	506	508
119019	505	510
119020	507	511
119021	508	509
119022	508	510
119023	511	513
119024	511	511
119025	505	510
119026	503	511
119027	506	508
119028	507	507
119029	510	507
119030	507	507
119031	506	509
119032	504	511
119033	508	512
119034	508	512
119035	504	508
119036	504	507
119037	508	508
119038	508	508
119039	511	510
119040	511	512
119041	512	513
119042	512	510
119043	508	511
119044	511	506
119045	509	507
119046	506	511
119047	504	509
119048	505	507
119049	508	511
119050	509	511
119051	509	510
119052	505	510
119053	507	508
119054	509	508
119055	507	508
119056	507	508
119057	506	507
119058	505	507
119059	506	508
119060	506	510
119061	509	511
119062	510	510
119063	510	511
119064	508	509
119065	510	508
119066	509	507
119067	503	512
119068	505	508
119069	508	508
119070	504	508
119071	508	511
119072	510	511
119073	508	510
119074	511	509
119075	510	511
119076	509	508
119077	511	508
119078	509	509
119079	509	506
119080	507	506
119081	509	508
119082	507	507
119083	510	509
119084	512	512
119085	511	508
119086	510	510
119087	505	511
119088	504	513
119089	502	508
119090	501	508
119091	502	509
119092	502	507
119093	502	509
119094	508	510
119095	511	512
119096	507	508
119097	510	509
119098	513	509
119099	514	508
119100	511	507
119101	511	509
119102	510	511
119103	511	510
119104	511	507
119105	506	510
119106	510	512
119107	508	512
119108	509	511
119109	508	508
119110	508	504
119111	508	507
119112	506	507
119113	498	510
119114	501	509
119115	508	505
119116	507	506
119117	507	508
119118	507	512
119119	509	510
119120	515	509
119121	513	508
119122	509	510
119123	509	507
119124	506	508
119125	504	509
119126	503	508
119127	504	510
119128	510	510
119129	513	511
119130	511	511
119131	508	508
119132	511	509
119133	506	509
119134	505	508
119135	504	508
119136	505	509
119137	505	509
119138	510	509
119139	509	509
119140	507	506
119141	508	511
119142	508	510
119143	512	507
119144	514	509
119145	511	510
119146	507	508
119147	506	505
119148	505	506
119149	505	507
119150	504	508
119151	508	513
119152	507	514
119153	506	514
119154	509	508
119155	511	510
119156	512	510
119157	509	506
119158	505	506
119159	507	506
119160	502	506
119161	507	506
119162	509	509
119163	507	514
119164	508	512
119165	508	512
119166	505	509
119167	507	511
119168	510	512
119169	510	510
119170	507	509
119171	505	508
119172	506	506
119173	504	505
119174	501	508
119175	505	509
119176	510	508
119177	510	507
119178	511	510
119179	514	508
119180	508	507
119181	508	505
119182	513	505
119183	510	504
119184	510	507
119185	509	507
119186	507	507
119187	513	507
119188	511	511
119189	512	511
119190	511	514
119191	512	518
119192	507	512
119193	505	509
119194	503	509
119195	504	510
119196	502	510
119197	503	509
119198	500	510
119199	507	510
119200	507	510
119201	507	512
119202	510	509
119203	509	508
119204	508	509
119205	505	507
119206	505	511
119207	506	512
119208	505	512
119209	506	509
119210	507	509
119211	508	507
119212	506	506
119213	507	505
119214	509	508
119215	506	508
119216	507	508
119217	510	504
119218	511	511
119219	517	510
119220	514	515
119221	515	515
119222	509	511
119223	508	511
119224	510	508
119225	506	509
119226	505	509
119227	503	508
119228	504	506
119229	505	505
119230	509	508
119231	509	511
119232	509	508
119233	508	508
119234	505	505
119235	506	504
119236	508	507
119237	503	506
119238	508	511
119239	510	515
119240	508	514
119241	510	511
119242	512	506
119243	512	505
119244	510	507
119245	505	511
119246	504	511
119247	508	512
119248	508	511
119249	507	509
119250	505	505
119251	504	505
119252	508	508
119253	510	507
119254	511	507
119255	508	511
119256	507	508
119257	508	505
119258	506	508
119259	504	507
119260	505	511
119261	505	513
119262	506	511
119263	505	511
119264	508	508
119265	510	509
119266	504	510
119267	506	508
119268	509	505
119269	513	510
119270	510	509
119271	507	511
119272	506	510
119273	508	509
119274	514	510
119275	519	506
119276	519	509
119277	512	512
119278	509	512
119279	504	508
119280	502	508
119281	507	504
119282	504	505
119283	500	511
119284	507	510
119285	505	512
119286	504	510
119287	506	506
119288	510	507
119289	510	506
119290	507	505
119291	510	509
119292	513	510
119293	511	510
119294	507	511
119295	506	512
119296	504	515
119297	504	514
119298	507	509
119299	505	508
119300	504	510
119301	504	512
119302	505	510
119303	502	512
119304	505	508
119305	505	512
119306	508	510
119307	512	509
119308	512	511
119309	515	511
119310	513	506
119311	514	510
119312	512	508
119313	510	510
119314	508	505
119315	501	507
119316	504	510
119317	509	504
119318	509	505
119319	510	502
119320	511	502
119321	512	506
119322	511	506
119323	509	505
119324	508	502
119325	503	497
119326	506	501
119327	505	500
119328	505	500
119329	504	503
119330	505	507
119331	507	511
119332	506	512
119333	508	515
119334	508	519
119335	509	518
119336	506	520
119337	508	517
119338	505	516
119339	507	512
119340	506	512
119341	508	515
119342	508	513
119343	508	514
119344	512	511
119345	512	509
119346	513	508
119347	508	509
119348	503	513
119349	503	511
119350	497	510
119351	498	510
119352	506	513
119353	514	508
119354	511	510
119355	510	513
119356	515	514
119357	511	512
119358	508	512
119359	514	512
119360	512	512
119361	516	511
119362	515	507
119363	510	505
119364	508	502
119365	510	504
119366	505	506
119367	508	507
119368	504	508
119369	507	512
119370	502	512
119371	506	507
119372	511	506
119373	509	510
119374	508	510
119375	505	512
119376	505	512
119377	507	512
119378	503	511
119379	504	512
119380	504	512
119381	506	507
119382	506	503
119383	507	505
119384	508	507
119385	511	509
119386	512	508
119387	510	508
119388	511	506
119389	511	506
119390	507	510
119391	509	508
119392	507	508
119393	506	508
119394	509	509
119395	508	510
119396	504	511
119397	508	508
119398	505	507
119399	507	510
119400	511	509
119401	509	512
119402	509	513
119403	509	508
119404	514	509
119405	512	506
119406	510	507
119407	508	509
119408	507	510
119409	508	509
119410	508	508
119411	508	508
119412	508	509
119413	508	509
119414	507	509
119415	506	508
119416	507	508
119417	504	510
119418	504	511
119419	508	510
119420	510	508
119421	511	508
119422	508	505
119423	505	508
119424	500	508
119425	499	506
119426	504	510
119427	507	509
119428	508	511
119429	509	514
119430	512	513
119431	510	508
119432	507	508
119433	507	512
119434	512	509
119435	512	508
119436	516	504
119437	514	505
119438	518	507
119439	514	506
119440	509	505
119441	508	507
119442	503	508
119443	503	509
119444	505	509
119445	504	508
119446	507	511
119447	505	510
119448	504	504
119449	505	504
119450	503	508
119451	500	510
119452	507	511
119453	504	513
119454	510	510
119455	508	510
119456	500	507
119457	504	505
119458	515	510
119459	514	512
119460	508	512
119461	508	511
119462	509	514
119463	513	511
119464	513	510
119465	505	509
119466	504	506
119467	506	508
119468	506	510
119469	508	506
119470	507	504
119471	505	504
119472	504	503
119473	504	510
119474	505	509
119475	506	508
119476	512	509
119477	512	509
119478	509	512
119479	508	511
119480	501	511
119481	505	512
119482	512	509
119483	510	511
119484	514	509
119485	513	509
119486	512	507
119487	509	507
119488	511	510
119489	514	507
119490	513	509
119491	509	510
119492	505	512
119493	501	509
119494	503	510
119495	505	511
119496	509	511
119497	507	508
119498	504	508
119499	505	508
119500	500	508
119501	499	511
119502	504	512
119503	508	508
119504	511	508
119505	510	508
119506	512	508
119507	513	506
119508	513	509
119509	515	509
119510	512	507
119511	509	507
119512	505	508
119513	504	509
119514	505	507
119515	504	509
119516	503	510
119517	504	511
119518	505	511
119519	506	507
119520	508	510
119521	508	512
119522	508	512
119523	508	510
119524	512	510
119525	512	513
119526	510	507
119527	515	504
119528	513	504
119529	510	505
119530	506	510
119531	505	509
119532	506	508
119533	504	505
119534	504	507
119535	505	508
119536	510	506
119537	507	507
119538	507	509
119539	508	511
119540	504	512
119541	507	511
119542	507	509
119543	501	509
119544	500	508
119545	498	510
119546	503	510
119547	503	510
119548	508	511
119549	507	511
119550	509	510
119551	513	509
119552	513	510
119553	511	511
119554	511	512
119555	513	510
119556	516	511
119557	519	511
119558	513	511
119559	511	510
119560	508	507
119561	507	507
119562	508	504
119563	510	505
119564	512	505
119565	511	507
119566	507	506
119567	501	510
119568	499	512
119569	501	509
119570	503	507
119571	509	510
119572	506	509
119573	506	508
119574	508	510
119575	508	509
119576	511	508
119577	512	509
119578	513	512
119579	511	512
119580	508	513
119581	504	514
119582	501	510
119583	501	509
119584	502	508
119585	506	508
119586	508	507
119587	512	506
119588	510	508
119589	508	509
119590	507	508
119591	508	508
119592	508	508
119593	509	510
119594	508	508
119595	508	508
119596	510	509
119597	509	505
119598	511	507
119599	512	511
119600	507	509
119601	504	511
119602	507	511
119603	511	511
119604	508	509
119605	506	508
119606	508	508
119607	508	511
119608	510	508
119609	512	508
119610	510	510
119611	507	509
119612	505	511
119613	507	511
119614	507	508
119615	505	509
119616	505	510
119617	506	511
119618	504	511
119619	505	509
119620	505	508
119621	507	505
119622	508	510
119623	508	507
119624	503	507
119625	504	509
119626	507	510
119627	506	511
119628	507	509
119629	508	509
119630	514	508
119631	518	507
119632	516	509
119633	515	510
119634	514	511
119635	507	509
119636	506	509
119637	507	511
119638	511	511
119639	510	508
119640	508	505
119641	505	508
119642	505	508
119643	506	506
119644	506	508
119645	503	509
119646	505	509
119647	504	508
119648	505	507
119649	508	507
119650	508	508
119651	505	509
119652	505	510
119653	505	513
119654	509	511
119655	508	511
119656	509	508
119657	512	509
119658	512	511
119659	511	510
119660	506	508
119661	508	512
119662	507	513
119663	508	511
119664	506	510
119665	508	509
119666	510	509
119667	506	507
119668	505	503
119669	509	504
119670	510	505
119671	510	507
119672	512	507
119673	509	508
119674	504	511
119675	505	511
119676	510	511
119677	509	509
119678	512	510
119679	508	510
119680	504	513
119681	504	512
119682	504	509
119683	504	507
119684	510	507
119685	511	508
119686	511	510
119687	510	508
119688	509	509
119689	511	507
119690	511	504
119691	510	504
119692	507	504
119693	505	507
119694	504	508
119695	504	508
119696	503	512
119697	500	513
119698	502	507
119699	506	511
119700	509	510
119701	513	511
119702	512	509
119703	512	507
119704	514	510
119705	510	510
119706	508	508
119707	508	508
119708	505	510
119709	505	509
119710	507	507
119711	506	510
119712	509	511
119713	508	511
119714	506	512
119715	509	511
119716	512	509
119717	510	507
119718	511	510
119719	506	506
119720	501	506
119721	502	510
119722	502	510
119723	504	508
119724	508	507
119725	504	509
119726	504	511
119727	509	509
119728	510	507
119729	512	507
119730	512	508
119731	515	507
119732	515	508
119733	514	509
119734	513	508
119735	511	509
119736	510	513
119737	510	510
119738	508	510
119739	504	505
119740	506	509
119741	506	510
119742	507	509
119743	508	508
119744	512	509
119745	508	505
119746	506	505
119747	502	511
119748	501	510
119749	499	507
119750	501	510
119751	504	510
119752	507	510
119753	511	510
119754	508	507
119755	507	509
119756	505	511
119757	508	511
119758	510	512
119759	510	512
119760	508	510
119761	510	510
119762	510	509
119763	507	504
119764	509	506
119765	507	505
119766	506	508
119767	505	508
119768	506	507
119769	512	509
119770	514	508
119771	514	509
119772	516	507
119773	515	508
119774	514	512
119775	511	511
119776	509	515
119777	500	512
119778	502	507
119779	504	507
119780	507	504
119781	503	503
119782	503	508
119783	508	509
119784	506	506
119785	505	508
119786	502	513
119787	503	514
119788	505	511
119789	510	507
119790	510	512
119791	513	511
119792	511	509
119793	508	508
119794	510	505
119795	508	507
119796	508	507
119797	507	506
119798	506	506
119799	504	511
119800	502	512
119801	504	511
119802	505	510
119803	509	513
119804	512	514
119805	510	511
119806	510	509
119807	512	508
119808	513	502
119809	515	502
119810	507	503
119811	510	507
119812	512	509
119813	511	510
119814	509	510
119815	509	505
119816	505	511
119817	507	509
119818	505	512
119819	506	513
119820	504	511
119821	506	511
119822	504	509
119823	506	508
119824	507	509
119825	508	515
119826	510	512
119827	506	511
119828	505	509
119829	504	511
119830	504	506
119831	506	510
119832	507	507
119833	506	507
119834	506	507
119835	504	508
119836	505	508
119837	510	510
119838	511	508
119839	513	505
119840	509	508
119841	507	508
119842	505	506
119843	507	507
119844	510	511
119845	515	511
119846	515	507
119847	515	513
119848	510	511
119849	510	510
119850	508	509
119851	509	507
119852	506	510
119853	505	508
119854	512	507
119855	513	509
119856	509	511
119857	505	510
119858	501	510
119859	503	513
119860	501	511
119861	504	512
119862	504	513
119863	504	515
119864	507	507
119865	505	507
119866	507	507
119867	509	511
119868	508	509
119869	510	505
119870	510	507
119871	512	512
119872	512	513
119873	506	513
119874	508	510
119875	508	508
119876	508	505
119877	508	504
119878	512	506
119879	509	506
119880	503	511
119881	503	512
119882	504	509
119883	503	510
119884	509	504
119885	509	507
119886	514	511
119887	512	506
119888	510	508
119889	505	506
119890	507	506
119891	507	508
119892	509	509
119893	508	508
119894	508	511
119895	510	507
119896	507	508
119897	508	508
119898	507	507
119899	509	505
119900	508	507
119901	507	511
119902	507	508
119903	508	507
119904	505	511
119905	504	508
119906	506	510
119907	502	513
119908	502	514
119909	508	509
119910	507	510
119911	509	507
119912	510	508
119913	505	509
119914	507	508
119915	508	507
119916	508	514
119917	508	515
119918	514	508
119919	516	508
119920	517	509
119921	516	515
119922	512	508
119923	508	507
119924	507	508
119925	503	509
119926	502	510
119927	507	513
119928	508	510
119929	509	505
119930	503	505
119931	508	506
119932	509	505
119933	511	506
119934	511	507
119935	508	508
119936	508	509
119937	508	512
119938	507	513
119939	506	513
119940	507	513
119941	507	512
119942	504	509
119943	501	509
119944	503	511
119945	503	509
119946	506	510
119947	508	510
119948	508	506
119949	510	508
119950	510	506
119951	512	502
119952	512	503
119953	511	504
119954	511	508
119955	509	516
119956	510	515
119957	504	513
119958	507	511
119959	504	512
119960	506	509
119961	509	509
119962	511	505
119963	512	507
119964	510	501
119965	507	499
119966	507	496
119967	505	497
119968	504	505
119969	503	503
119970	503	504
119971	506	507
119972	508	507
119973	508	505
119974	509	505
119975	508	507
119976	514	510
119977	513	511
119978	511	512
119979	511	513
119980	508	511
119981	507	513
119982	504	515
119983	503	513
119984	502	512
119985	506	513
119986	511	513
119987	511	511
119988	510	515
119989	506	513
119990	505	508
119991	508	509
119992	508	507
119993	510	509
119994	513	510
119995	511	511
119996	510	511
119997	505	511
119998	505	510
119999	508	508
120000	505	507
120001	507	509
120002	513	511
120003	514	510
120004	512	510
120005	509	513
120006	509	512
120007	504	511
120008	507	513
120009	506	512
120010	504	508
120011	505	508
120012	506	508
120013	504	511
120014	508	511
120015	509	510
120016	509	505
120017	509	504
120018	510	507
120019	510	506
120020	508	505
120021	508	504
120022	511	506
120023	506	507
120024	507	506
120025	505	507
120026	505	510
120027	506	507
120028	510	509
120029	512	509
120030	508	512
120031	512	515
120032	509	512
120033	504	512
120034	507	512
120035	511	508
120036	509	509
120037	509	504
120038	510	500
120039	505	504
120040	504	508
120041	505	507
120042	505	510
120043	502	510
120044	504	509
120045	505	509
120046	505	510
120047	507	511
120048	504	509
120049	506	510
120050	504	509
120051	507	508
120052	511	507
120053	512	510
120054	512	510
120055	511	510
120056	512	510
120057	510	506
120058	509	507
120059	512	510
120060	510	508
120061	510	506
120062	505	508
120063	508	508
120064	508	510
120065	507	507
120066	504	508
120067	507	507
120068	508	510
120069	511	508
120070	507	511
120071	504	515
120072	504	510
120073	503	508
120074	507	505
120075	511	511
120076	512	510
120077	512	509
120078	511	509
120079	512	512
120080	508	512
120081	506	516
120082	504	512
120083	505	508
120084	508	509
120085	509	505
120086	507	504
120087	507	505
120088	505	508
120089	504	509
120090	508	509
120091	507	509
120092	511	504
120093	513	507
120094	512	508
120095	514	508
120096	510	509
120097	511	508
120098	513	514
120099	511	518
120100	508	513
120101	506	511
120102	506	511
120103	502	508
120104	504	504
120105	500	503
120106	500	506
120107	505	506
120108	500	505
120109	505	505
120110	502	507
120111	503	508
120112	511	512
120113	512	512
120114	513	510
120115	511	511
120116	511	508
120117	509	508
120118	511	505
120119	512	504
120120	508	507
120121	509	513
120122	511	511
120123	506	507
120124	509	507
120125	511	507
120126	511	506
120127	509	506
120128	506	506
120129	508	504
120130	508	511
120131	508	513
120132	510	512
120133	506	516
120134	503	514
120135	499	509
120136	503	508
120137	506	509
120138	507	508
120139	511	506
120140	511	506
120141	510	508
120142	508	512
120143	505	509
120144	507	512
120145	508	512
120146	507	509
120147	508	505
120148	510	505
120149	509	505
120150	509	512
120151	509	514
120152	508	512
120153	510	508
120154	512	509
120155	507	508
120156	504	509
120157	505	508
120158	499	513
120159	500	510
120160	506	507
120161	506	511
120162	508	510
120163	514	508
120164	513	509
120165	508	512
120166	508	508
120167	511	510
120168	514	510
120169	516	508
120170	516	511
120171	513	511
120172	509	510
120173	508	511
120174	511	511
120175	504	513
120176	501	511
120177	505	508
120178	508	504
120179	506	502
120180	503	500
120181	505	506
120182	505	512
120183	506	513
120184	510	512
120185	509	511
120186	509	509
120187	507	507
120188	508	507
120189	505	507
120190	505	511
120191	506	509
120192	508	510
120193	508	509
120194	511	508
120195	510	508
120196	509	513
120197	507	513
120198	505	511
120199	504	510
120200	503	510
120201	501	509
120202	504	505
120203	504	505
120204	509	508
120205	508	505
120206	510	507
120207	514	507
120208	513	510
120209	512	512
120210	512	508
120211	510	510
120212	512	511
120213	508	517
120214	508	512
120215	504	512
120216	505	508
120217	508	509
120218	508	510
120219	508	507
120220	505	508
120221	508	507
120222	510	509
120223	506	512
120224	509	513
120225	510	511
120226	508	508
120227	506	504
120228	505	500
120229	507	501
120230	508	507
120231	506	506
120232	505	508
120233	509	511
120234	510	511
120235	509	510
120236	508	513
120237	510	512
120238	510	513
120239	512	508
120240	507	509
120241	507	509
120242	506	504
120243	503	504
120244	506	508
120245	508	511
120246	510	512
120247	507	512
120248	508	511
120249	507	510
120250	507	515
120251	507	513
120252	505	513
120253	510	510
120254	513	508
120255	511	509
120256	512	509
120257	511	506
120258	510	506
120259	510	505
120260	507	504
120261	508	506
120262	504	510
120263	500	511
120264	501	507
120265	500	508
120266	502	509
120267	509	508
120268	510	511
120269	512	509
120270	514	507
120271	514	506
120272	510	507
120273	512	506
120274	509	504
120275	507	508
120276	506	511
120277	504	514
120278	502	513
120279	507	510
120280	509	508
120281	507	509
120282	506	505
120283	506	506
120284	507	504
120285	505	504
120286	508	508
120287	509	510
120288	509	509
120289	510	510
120290	506	513
120291	505	511
120292	507	510
120293	508	506
120294	511	502
120295	508	506
120296	506	513
120297	512	511
120298	508	508
120299	505	506
120300	506	504
120301	507	511
120302	508	509
120303	503	510
120304	501	508
120305	511	510
120306	515	511
120307	513	513
120308	515	513
120309	514	508
120310	510	505
120311	511	507
120312	509	509
120313	508	510
120314	510	513
120315	508	510
120316	510	510
120317	511	510
120318	509	513
120319	506	510
120320	506	506
120321	503	506
120322	503	506
120323	504	504
120324	505	506
120325	504	511
120326	503	510
120327	505	507
120328	508	511
120329	508	509
120330	506	508
120331	509	507
120332	510	505
120333	511	508
120334	515	511
120335	511	510
120336	510	511
120337	507	511
120338	505	512
120339	509	512
120340	511	511
120341	510	510
120342	506	512
120343	504	512
120344	508	504
120345	505	500
120346	504	499
120347	507	504
120348	506	510
120349	507	512
120350	510	515
120351	510	516
120352	509	512
120353	506	508
120354	506	508
120355	509	509
120356	506	507
120357	507	510
120358	506	512
120359	507	511
120360	506	510
120361	506	506
120362	505	507
120363	505	507
120364	507	504
120365	507	508
120366	507	510
120367	508	506
120368	508	508
120369	507	510
120370	508	510
120371	512	508
120372	515	509
120373	513	508
120374	512	508
120375	510	509
120376	510	509
120377	508	507
120378	504	508
120379	505	508
120380	507	512
120381	509	509
120382	505	508
120383	503	508
120384	505	506
120385	507	507
120386	508	509
120387	511	507
120388	511	508
120389	509	511
120390	508	512
120391	509	513
120392	507	511
120393	506	513
120394	504	510
120395	505	510
120396	509	512
120397	510	511
120398	510	508
120399	511	504
120400	508	503
120401	508	502
120402	506	507
120403	505	511
120404	503	508
120405	505	508
120406	507	508
120407	507	508
120408	507	510
120409	510	512
120410	513	513
120411	513	512
120412	504	511
120413	502	510
120414	511	512
120415	508	507
120416	506	510
120417	508	510
120418	510	508
120419	516	504
120420	512	504
120421	511	506
120422	510	508
120423	508	511
120424	508	509
120425	508	510
120426	506	511
120427	503	509
120428	505	510
120429	504	511
120430	503	510
120431	505	508
120432	505	509
120433	504	511
120434	508	510
120435	512	508
120436	512	510
120437	509	512
120438	518	513
120439	516	510
120440	511	510
120441	510	509
120442	509	509
120443	505	511
120444	506	509
120445	507	508
120446	504	510
120447	503	504
120448	503	503
120449	504	508
120450	504	511
120451	509	511
120452	509	507
120453	506	505
120454	505	504
120455	507	507
120456	507	508
120457	508	511
120458	512	513
120459	516	514
120460	512	511
120461	509	513
120462	508	511
120463	509	512
120464	509	512
120465	508	507
120466	507	508
120467	504	511
120468	506	512
120469	508	511
120470	507	510
120471	505	511
120472	508	508
120473	508	511
120474	510	511
120475	507	509
120476	509	508
120477	509	508
120478	506	505
120479	505	507
120480	502	509
120481	506	513
120482	507	510
120483	503	505
120484	504	507
120485	508	507
120486	511	507
120487	511	513
120488	508	513
120489	508	512
120490	511	508
120491	512	503
120492	508	499
120493	505	503
120494	504	505
120495	503	506
120496	508	506
120497	509	509
120498	512	510
120499	511	511
120500	511	509
120501	513	510
120502	511	508
120503	510	515
120504	506	515
120505	505	509
120506	503	508
120507	502	507
120508	503	511
120509	505	510
120510	507	510
120511	509	513
120512	507	504
120513	504	506
120514	508	506
120515	508	508
120516	508	508
120517	503	505
120518	505	509
120519	508	515
120520	508	509
120521	512	506
120522	515	511
120523	516	510
120524	510	508
120525	507	509
120526	511	508
120527	509	509
120528	504	513
120529	503	508
120530	506	508
120531	506	506
120532	505	510
120533	506	509
120534	510	508
120535	509	507
120536	510	511
120537	510	507
120538	509	508
120539	512	510
120540	508	511
120541	508	512
120542	511	511
120543	509	507
120544	508	511
120545	501	510
120546	501	511
120547	503	512
120548	510	510
120549	513	510
120550	510	507
120551	508	512
120552	504	512
120553	504	511
120554	507	509
120555	509	510
120556	508	511
120557	503	508
120558	500	508
120559	499	507
120560	512	510
120561	521	508
120562	521	508
120563	519	507
120564	514	509
120565	507	512
120566	505	515
120567	504	510
120568	502	505
120569	503	503
120570	505	504
120571	505	505
120572	508	503
120573	507	500
120574	506	498
120575	507	500
120576	503	502
120577	503	501
120578	499	501
120579	500	504
120580	502	505
120581	502	505
120582	507	510
120583	515	511
120584	519	512
120585	513	513
120586	519	513
120587	524	515
120588	518	514
120589	513	512
120590	505	512
120591	505	514
120592	502	512
120593	501	516
120594	499	514
120595	504	514
120596	509	514
120597	508	512
120598	508	511
120599	511	512
120600	509	511
120601	508	512
120602	509	511
120603	505	509
120604	504	508
120605	504	504
120606	509	504
120607	510	506
120608	508	508
120609	512	511
120610	508	517
120611	507	519
120612	506	519
120613	505	516
120614	507	511
120615	505	509
120616	507	506
120617	505	504
120618	505	505
120619	507	506
120620	507	507
120621	508	506
120622	506	510
120623	507	510
120624	508	509
120625	508	504
120626	513	505
120627	511	508
120628	514	507
120629	514	507
120630	514	508
120631	513	510
120632	508	511
120633	505	509
120634	505	509
120635	504	509
120636	507	509
120637	509	507
120638	507	511
120639	506	511
120640	503	510
120641	505	511
120642	502	507
120643	503	507
120644	508	507
120645	506	508
120646	508	511
120647	507	511
120648	510	513
120649	511	512
120650	511	507
120651	511	505
120652	507	504
120653	499	508
120654	499	509
120655	503	511
120656	504	511
120657	507	510
120658	510	510
120659	512	509
120660	515	506
120661	517	507
120662	516	506
120663	511	508
120664	513	507
120665	506	509
120666	505	508
120667	503	507
120668	503	509
120669	504	510
120670	505	512
120671	507	511
120672	509	506
120673	509	507
120674	510	508
120675	508	510
120676	508	510
120677	508	511
120678	507	508
120679	507	510
120680	507	508
120681	507	508
120682	509	508
120683	509	507
120684	512	507
120685	509	507
120686	506	509
120687	508	510
120688	507	509
120689	511	509
120690	510	512
120691	505	510
120692	503	511
120693	504	510
120694	503	510
120695	504	509
120696	508	510
120697	508	509
120698	508	511
120699	509	509
120700	507	508
120701	508	508
120702	509	508
120703	506	512
120704	509	510
120705	510	511
120706	511	504
120707	511	508
120708	512	509
120709	511	506
120710	506	502
120711	506	504
120712	504	506
120713	502	508
120714	501	505
120715	503	507
120716	507	513
120717	506	515
120718	508	517
120719	516	515
120720	515	507
120721	516	509
120722	516	510
120723	514	508
120724	512	513
120725	506	511
120726	504	509
120727	499	507
120728	504	508
120729	505	510
120730	500	509
120731	503	508
120732	506	509
120733	510	507
120734	512	508
120735	512	508
120736	512	510
120737	510	508
120738	509	508
120739	507	508
120740	505	510
120741	506	507
120742	504	511
120743	505	512
120744	504	511
120745	505	511
120746	508	509
120747	511	508
120748	508	509
120749	508	509
120750	509	508
120751	511	512
120752	509	510
120753	508	512
120754	507	508
120755	505	510
120756	507	508
120757	507	509
120758	504	505
120759	503	508
120760	504	504
120761	503	505
120762	508	505
120763	508	509
120764	512	510
120765	515	510
120766	513	509
120767	509	510
120768	511	511
120769	511	511
120770	509	508
120771	507	508
120772	508	508
120773	508	505
120774	512	511
120775	511	512
120776	513	508
120777	513	508
120778	507	508
120779	507	510
120780	506	508
120781	504	510
120782	504	508
120783	504	511
120784	506	510
120785	503	511
120786	502	511
120787	503	510
120788	507	512
120789	508	509
120790	510	512
120791	512	511
120792	509	507
120793	508	504
120794	510	505
120795	511	508
120796	513	510
120797	508	510
120798	507	512
120799	503	515
120800	503	510
120801	506	509
120802	508	507
120803	510	506
120804	508	508
120805	506	512
120806	505	509
120807	507	506
120808	509	505
120809	512	504
120810	511	504
120811	510	508
120812	508	511
120813	507	508
120814	507	508
120815	508	509
120816	506	508
120817	508	507
120818	512	510
120819	513	512
120820	513	511
120821	511	512
120822	510	514
120823	507	511
120824	507	507
120825	501	512
120826	506	512
120827	510	512
