Tiempo (ms)	Antebrazo	Cuello
20805	497	514
20806	499	511
20807	512	509
20808	512	509
20809	505	508
20810	512	507
20811	518	505
20812	515	506
20813	513	504
20814	524	508
20815	519	509
20816	513	507
20817	510	509
20818	511	510
20819	508	509
20820	500	509
20821	503	511
20822	499	512
20823	500	510
20824	504	510
20825	508	510
20826	511	509
20827	508	506
20828	506	506
20829	508	508
20830	507	511
20831	504	509
20832	499	506
20833	502	508
20834	502	511
20835	506	508
20836	514	512
20837	509	512
20838	511	508
20839	518	506
20840	507	506
20841	505	506
20842	504	505
20843	503	508
20844	508	511
20845	508	510
20846	507	508
20847	506	507
20848	513	507
20849	517	507
20850	514	508
20851	511	509
20852	504	508
20853	507	508
20854	506	508
20855	504	507
20856	503	508
20857	501	507
20858	505	508
20859	505	507
20860	503	509
20861	510	511
20862	512	512
20863	512	510
20864	513	515
20865	515	513
20866	509	508
20867	504	508
20868	504	511
20869	505	510
20870	501	508
20871	502	509
20872	509	505
20873	510	504
20874	514	510
20875	506	513
20876	500	509
20877	499	507
20878	504	510
20879	507	509
20880	505	508
20881	508	509
20882	511	510
20883	515	511
20884	516	512
20885	516	511
20886	514	509
20887	516	507
20888	516	508
20889	511	509
20890	511	505
20891	509	509
20892	507	509
20893	505	511
20894	509	512
20895	508	511
20896	509	511
20897	506	511
20898	501	511
20899	504	510
20900	507	511
20901	508	509
20902	506	508
20903	503	508
20904	506	508
20905	507	507
20906	511	508
20907	511	505
20908	507	505
20909	505	503
20910	507	509
20911	504	514
20912	504	512
20913	509	508
20914	510	507
20915	511	507
20916	509	509
20917	504	510
20918	506	508
20919	504	510
20920	502	510
20921	504	510
20922	507	511
20923	511	509
20924	510	511
20925	505	513
20926	509	512
20927	508	511
20928	509	509
20929	516	509
20930	514	510
20931	512	511
20932	513	507
20933	510	506
20934	508	510
20935	507	509
20936	506	511
20937	505	510
20938	505	510
20939	504	505
20940	506	507
20941	508	506
20942	508	505
20943	508	512
20944	505	512
20945	506	512
20946	505	512
20947	503	510
20948	505	510
20949	504	510
20950	503	509
20951	501	510
20952	499	504
20953	504	508
20954	512	510
20955	510	508
20956	511	507
20957	520	504
20958	522	504
20959	523	507
20960	515	509
20961	512	513
20962	512	510
20963	511	512
20964	508	512
20965	499	514
20966	503	512
20967	508	514
20968	505	511
20969	508	509
20970	507	507
20971	506	507
20972	507	508
20973	505	510
20974	502	511
20975	505	507
20976	508	508
20977	512	507
20978	512	508
20979	516	508
20980	510	511
20981	507	510
20982	505	509
20983	508	509
20984	508	511
20985	503	508
20986	507	509
20987	505	511
20988	506	511
20989	509	508
20990	507	509
20991	507	509
20992	502	507
20993	504	509
20994	506	510
20995	505	509
20996	507	507
20997	509	508
20998	509	512
20999	509	512
21000	509	508
21001	510	510
21002	513	507
21003	511	507
21004	508	508
21005	507	511
21006	506	510
21007	507	512
21008	504	510
21009	504	507
21010	505	507
21011	512	501
21012	512	504
21013	507	503
21014	509	501
21015	508	510
21016	510	511
21017	511	511
21018	509	510
21019	502	511
21020	501	514
21021	504	512
21022	504	513
21023	509	514
21024	509	512
21025	510	512
21026	515	509
21027	518	510
21028	516	511
21029	512	505
21030	510	504
21031	507	506
21032	507	507
21033	507	507
21034	506	506
21035	505	506
21036	504	509
21037	503	508
21038	503	510
21039	503	511
21040	508	509
21041	502	510
21042	507	508
21043	506	510
21044	504	514
21045	501	514
21046	504	514
21047	505	511
21048	512	513
21049	527	511
21050	521	507
21051	515	507
21052	508	506
21053	502	508
21054	506	505
21055	510	505
21056	508	505
21057	508	506
21058	508	509
21059	505	508
21060	498	508
21061	499	506
21062	508	508
21063	508	509
21064	515	508
21065	518	511
21066	512	513
21067	510	511
21068	508	511
21069	510	509
21070	509	510
21071	508	508
21072	515	509
21073	511	512
21074	508	512
21075	502	511
21076	497	508
21077	498	505
21078	504	505
21079	509	509
21080	511	504
21081	511	505
21082	508	511
21083	511	511
21084	510	508
21085	507	509
21086	504	512
21087	499	510
21088	505	511
21089	510	512
21090	511	513
21091	512	510
21092	515	509
21093	508	507
21094	507	508
21095	509	510
21096	508	508
21097	506	510
21098	504	511
21099	506	513
21100	505	508
21101	506	508
21102	504	506
21103	504	507
21104	508	504
21105	511	512
21106	511	513
21107	510	510
21108	508	510
21109	510	505
21110	507	503
21111	508	506
21112	512	505
21113	512	505
21114	513	508
21115	513	510
21116	509	511
21117	507	510
21118	507	509
21119	503	510
21120	502	509
21121	499	511
21122	499	511
21123	500	511
21124	506	509
21125	512	509
21126	515	511
21127	517	510
21128	512	508
21129	513	511
21130	509	512
21131	505	508
21132	507	508
21133	506	508
21134	507	505
21135	502	505
21136	504	505
21137	506	506
21138	506	509
21139	508	511
21140	511	512
21141	512	512
21142	507	510
21143	508	509
21144	509	509
21145	504	505
21146	503	507
21147	507	510
21148	505	511
21149	503	508
21150	504	509
21151	510	509
21152	510	509
21153	507	507
21154	504	507
21155	499	511
21156	501	511
21157	511	513
21158	512	511
21159	513	511
21160	519	508
21161	522	506
21162	524	508
21163	518	507
21164	511	508
21165	506	507
21166	505	506
21167	503	508
21168	499	509
21169	506	513
21170	508	506
21171	508	508
21172	503	508
21173	507	508
21174	506	510
21175	502	511
21176	499	512
21177	502	513
21178	507	507
21179	512	505
21180	511	510
21181	510	508
21182	508	510
21183	508	507
21184	509	508
21185	508	510
21186	513	510
21187	512	510
21188	511	510
21189	510	510
21190	509	508
21191	508	510
21192	502	509
21193	501	508
21194	498	511
21195	496	511
21196	497	510
21197	501	507
21198	509	507
21199	507	511
21200	512	510
21201	507	511
21202	510	513
21203	516	510
21204	515	508
21205	511	505
21206	509	501
21207	508	505
21208	511	508
21209	515	506
21210	512	509
21211	513	510
21212	511	511
21213	508	511
21214	506	507
21215	504	511
21216	501	510
21217	504	508
21218	508	508
21219	508	509
21220	505	510
21221	508	513
21222	511	511
21223	515	508
21224	511	508
21225	508	510
21226	508	509
21227	508	510
21228	509	513
21229	509	510
21230	509	506
21231	507	510
21232	506	506
21233	508	507
21234	511	509
21235	508	509
21236	508	509
21237	504	511
21238	502	508
21239	504	508
21240	506	506
21241	508	507
21242	509	509
21243	506	506
21244	508	508
21245	507	508
21246	505	509
21247	503	511
21248	504	505
21249	505	509
21250	506	511
21251	505	508
21252	502	510
21253	504	511
21254	512	512
21255	507	514
21256	507	514
21257	515	510
21258	519	509
21259	519	505
21260	518	506
21261	514	508
21262	510	510
21263	509	511
21264	517	512
21265	517	512
21266	512	512
21267	507	509
21268	510	508
21269	504	509
21270	499	507
21271	496	511
21272	497	509
21273	507	506
21274	507	505
21275	505	510
21276	507	510
21277	507	511
21278	506	512
21279	511	513
21280	508	511
21281	505	508
21282	509	507
21283	507	506
21284	507	505
21285	508	507
21286	504	509
21287	504	510
21288	505	510
21289	507	509
21290	508	510
21291	509	511
21292	510	509
21293	511	506
21294	511	508
21295	509	510
21296	510	510
21297	508	513
21298	507	510
21299	504	508
21300	506	509
21301	509	510
21302	505	507
21303	504	508
21304	506	508
21305	508	510
21306	513	512
21307	512	512
21308	511	510
21309	510	512
21310	511	510
21311	511	510
21312	507	507
21313	504	509
21314	506	507
21315	502	504
21316	496	510
21317	498	510
21318	503	510
21319	504	509
21320	505	511
21321	507	510
21322	507	508
21323	507	509
21324	509	511
21325	510	508
21326	511	508
21327	516	512
21328	518	509
21329	514	505
21330	506	504
21331	508	504
21332	512	505
21333	512	509
21334	505	508
21335	509	509
21336	508	511
21337	503	512
21338	502	511
21339	512	512
21340	511	512
21341	506	509
21342	509	506
21343	508	506
21344	511	508
21345	518	509
21346	513	508
21347	510	506
21348	513	506
21349	520	505
21350	511	507
21351	509	508
21352	504	513
21353	503	515
21354	498	510
21355	500	509
21356	504	512
21357	505	511
21358	505	508
21359	508	508
21360	508	506
21361	508	509
21362	505	509
21363	505	508
21364	505	506
21365	506	507
21366	508	508
21367	507	509
21368	508	508
21369	507	509
21370	507	510
21371	510	511
21372	509	512
21373	508	511
21374	507	513
21375	505	510
21376	504	508
21377	505	508
21378	507	509
21379	508	507
21380	510	509
21381	511	510
21382	508	509
21383	508	508
21384	508	507
21385	505	507
21386	507	506
21387	509	510
21388	508	508
21389	510	511
21390	507	512
21391	506	510
21392	508	510
21393	509	509
21394	507	511
21395	506	513
21396	508	510
21397	509	510
21398	508	509
21399	509	511
21400	507	510
21401	507	508
21402	508	509
21403	508	507
21404	510	508
21405	512	511
21406	510	510
21407	507	510
21408	498	508
21409	498	506
21410	500	512
21411	510	514
21412	511	512
21413	517	507
21414	512	509
21415	504	512
21416	509	509
21417	512	504
21418	513	502
21419	519	499
21420	518	502
21421	511	503
21422	508	503
21423	507	502
21424	508	505
21425	509	502
21426	503	504
21427	507	505
21428	507	507
21429	508	507
21430	503	507
21431	505	510
21432	500	511
21433	503	514
21434	505	516
21435	508	518
21436	509	522
21437	505	516
21438	503	509
21439	504	512
21440	504	512
21441	507	513
21442	506	514
21443	506	512
21444	511	511
21445	514	510
21446	519	510
21447	515	510
21448	512	511
21449	510	510
21450	509	509
21451	508	511
21452	508	515
21453	508	510
21454	504	508
21455	503	507
21456	504	509
21457	502	511
21458	505	511
21459	507	509
21460	505	515
21461	507	513
21462	511	513
21463	510	516
21464	509	512
21465	507	509
21466	507	505
21467	506	506
21468	510	508
21469	507	504
21470	508	505
21471	508	509
21472	511	509
21473	514	509
21474	510	510
21475	506	512
21476	506	511
21477	506	512
21478	507	512
21479	505	508
21480	500	505
21481	501	507
21482	499	503
21483	510	509
21484	516	509
21485	516	508
21486	508	510
21487	506	510
21488	501	508
21489	506	506
21490	511	510
21491	516	509
21492	518	511
21493	509	508
21494	506	505
21495	509	505
21496	513	508
21497	512	510
21498	511	509
21499	509	511
21500	507	512
21501	510	509
21502	507	508
21503	504	507
21504	505	511
21505	503	510
21506	507	508
21507	508	508
21508	506	510
21509	507	507
21510	507	508
21511	508	512
21512	509	512
21513	509	510
21514	511	509
21515	506	511
21516	505	512
21517	504	510
21518	503	511
21519	502	508
21520	501	509
21521	505	510
21522	508	509
21523	504	507
21524	508	505
21525	507	507
21526	508	507
21527	508	509
21528	510	507
21529	509	506
21530	510	509
21531	510	511
21532	511	511
21533	509	510
21534	507	512
21535	504	510
21536	506	507
21537	504	509
21538	502	508
21539	507	513
21540	508	513
21541	503	510
21542	507	510
21543	510	511
21544	510	510
21545	510	508
21546	513	506
21547	506	507
21548	508	504
21549	509	504
21550	509	511
21551	514	509
21552	517	513
21553	513	513
21554	511	510
21555	508	507
21556	512	506
21557	508	511
21558	504	510
21559	507	507
21560	506	506
21561	508	507
21562	511	508
21563	512	507
21564	507	507
21565	508	511
21566	510	511
21567	510	510
21568	506	510
21569	504	512
21570	503	511
21571	505	509
21572	501	511
21573	499	511
21574	506	506
21575	510	505
21576	508	507
21577	508	508
21578	506	508
21579	505	508
21580	504	512
21581	503	510
21582	504	511
21583	507	512
21584	505	511
21585	505	511
21586	506	509
21587	503	509
21588	502	508
21589	507	507
21590	507	508
21591	508	508
21592	510	508
21593	511	508
21594	513	510
21595	519	508
21596	520	508
21597	513	508
21598	514	509
21599	517	510
21600	514	513
21601	511	509
21602	510	508
21603	506	512
21604	505	510
21605	502	508
21606	498	510
21607	501	505
21608	508	504
21609	508	512
21610	504	511
21611	510	509
21612	507	509
21613	505	509
21614	505	509
21615	507	511
21616	506	512
21617	504	509
21618	505	507
21619	510	507
21620	506	505
21621	505	507
21622	511	510
21623	507	512
21624	509	510
21625	514	508
21626	515	506
21627	512	504
21628	511	508
21629	508	512
21630	507	512
21631	505	510
21632	499	509
21633	502	508
21634	506	507
21635	504	508
21636	506	507
21637	509	507
21638	509	511
21639	511	516
21640	510	514
21641	512	513
21642	511	509
21643	512	509
21644	513	510
21645	514	512
21646	511	507
21647	509	504
21648	505	503
21649	502	509
21650	495	510
21651	495	511
21652	499	513
21653	505	514
21654	510	509
21655	513	510
21656	523	509
21657	520	508
21658	513	508
21659	508	509
21660	499	507
21661	506	507
21662	507	509
21663	509	508
21664	508	508
21665	511	509
21666	506	510
21667	504	510
21668	497	509
21669	501	514
21670	504	515
21671	507	512
21672	507	507
21673	508	505
21674	508	510
21675	508	511
21676	517	511
21677	524	508
21678	518	507
21679	512	506
21680	512	507
21681	508	506
21682	508	509
21683	504	514
21684	504	513
21685	504	511
21686	503	508
21687	508	508
21688	507	511
21689	504	509
21690	507	507
21691	507	508
21692	507	504
21693	506	507
21694	506	507
21695	512	507
21696	514	507
21697	508	511
21698	505	511
21699	503	511
21700	499	510
21701	504	515
21702	510	508
21703	507	508
21704	508	507
21705	509	512
21706	504	512
21707	506	515
21708	505	510
21709	510	508
21710	513	504
21711	523	503
21712	516	507
21713	512	513
21714	513	511
21715	511	510
21716	506	508
21717	504	503
21718	504	504
21719	506	504
21720	499	505
21721	498	510
21722	499	510
21723	497	511
21724	500	511
21725	503	509
21726	513	509
21727	524	510
21728	523	512
21729	518	512
21730	509	511
21731	508	509
21732	504	508
21733	508	510
21734	508	510
21735	509	513
21736	505	512
21737	506	506
21738	509	508
21739	511	508
21740	509	510
21741	507	508
21742	509	506
21743	505	507
21744	505	508
21745	506	508
21746	508	507
21747	502	511
21748	499	511
21749	502	510
21750	501	513
21751	506	509
21752	508	505
21753	513	506
21754	510	508
21755	508	510
21756	508	511
21757	508	509
21758	513	511
21759	513	510
21760	506	509
21761	503	511
21762	506	510
21763	508	510
21764	508	508
21765	509	511
21766	511	506
21767	508	505
21768	508	505
21769	509	507
21770	508	509
21771	506	510
21772	503	508
21773	504	508
21774	512	505
21775	511	507
21776	507	508
21777	508	510
21778	505	510
21779	505	511
21780	505	512
21781	507	508
21782	513	505
21783	521	512
21784	518	511
21785	510	508
21786	510	510
21787	503	510
21788	498	509
21789	497	507
21790	499	508
21791	508	510
21792	509	508
21793	508	507
21794	512	505
21795	512	508
21796	513	512
21797	511	513
21798	504	511
21799	501	511
21800	503	510
21801	511	512
21802	512	511
21803	510	510
21804	510	508
21805	507	504
21806	504	506
21807	506	508
21808	509	508
21809	510	509
21810	508	508
21811	509	510
21812	511	508
21813	511	509
21814	509	507
21815	504	509
21816	504	509
21817	503	509
21818	504	506
21819	505	506
21820	505	508
21821	507	508
21822	506	512
21823	509	514
21824	510	510
21825	509	508
21826	509	507
21827	508	512
21828	508	510
21829	509	510
21830	507	510
21831	506	508
21832	508	507
21833	505	510
21834	508	511
21835	509	511
21836	504	509
21837	504	509
21838	504	509
21839	511	512
21840	513	510
21841	512	511
21842	510	509
21843	510	508
21844	509	505
21845	505	509
21846	512	511
21847	512	511
21848	510	507
21849	501	508
21850	498	510
21851	504	511
21852	504	510
21853	510	508
21854	517	512
21855	515	510
21856	512	510
21857	509	510
21858	507	508
21859	503	507
21860	507	508
21861	517	511
21862	511	511
21863	512	508
21864	508	505
21865	507	510
21866	505	510
21867	506	508
21868	508	507
21869	508	505
21870	508	505
21871	503	510
21872	501	509
21873	503	508
21874	501	507
21875	507	506
21876	514	511
21877	511	512
21878	511	510
21879	511	510
21880	505	510
21881	500	509
21882	508	510
21883	508	512
21884	505	512
21885	511	508
21886	514	507
21887	515	508
21888	509	508
21889	506	506
21890	508	507
21891	510	506
21892	502	507
21893	500	508
21894	501	511
21895	501	513
21896	505	512
21897	508	510
21898	516	511
21899	519	511
21900	516	510
21901	512	511
21902	506	512
21903	505	510
21904	508	509
21905	508	510
21906	509	510
21907	507	510
21908	505	508
21909	506	507
21910	503	507
21911	504	509
21912	506	509
21913	504	510
21914	504	507
21915	507	506
21916	509	509
21917	514	508
21918	509	507
21919	507	510
21920	507	510
21921	510	508
21922	509	509
21923	509	510
21924	510	513
21925	508	512
21926	507	510
21927	507	510
21928	507	511
21929	507	511
21930	505	511
21931	505	510
21932	506	511
21933	506	512
21934	506	512
21935	509	513
21936	504	509
21937	503	508
21938	506	507
21939	508	507
21940	506	504
21941	509	502
21942	512	505
21943	513	506
21944	511	510
21945	510	509
21946	513	511
21947	514	511
21948	510	509
21949	509	510
21950	503	507
21951	504	507
21952	505	506
21953	504	509
21954	506	510
21955	507	510
21956	509	510
21957	503	511
21958	505	510
21959	502	505
21960	499	504
21961	502	507
21962	512	509
21963	519	512
21964	522	512
21965	515	510
21966	511	511
21967	513	509
21968	509	508
21969	505	510
21970	504	511
21971	498	512
21972	499	510
21973	504	508
21974	501	508
21975	504	512
21976	510	507
21977	513	508
21978	514	504
21979	513	505
21980	510	504
21981	503	508
21982	505	509
21983	509	508
21984	515	508
21985	512	510
21986	510	514
21987	512	513
21988	511	509
21989	509	508
21990	505	508
21991	505	508
21992	506	508
21993	508	508
21994	509	509
21995	508	508
21996	507	506
21997	504	504
21998	505	504
21999	501	508
22000	507	512
22001	509	510
22002	509	514
22003	509	512
22004	506	512
22005	506	509
22006	509	510
22007	509	507
22008	508	509
22009	511	508
22010	505	507
22011	505	506
22012	506	505
22013	507	507
22014	509	509
22015	505	513
22016	503	515
22017	504	514
22018	503	509
22019	501	509
22020	505	509
22021	515	507
22022	515	504
22023	509	504
22024	507	507
22025	504	506
22026	507	510
22027	508	512
22028	505	509
22029	508	511
22030	510	511
22031	514	513
22032	515	514
22033	515	512
22034	514	508
22035	510	505
22036	512	508
22037	512	503
22038	511	503
22039	510	502
22040	504	500
22041	507	500
22042	505	503
22043	506	503
22044	508	504
22045	504	505
22046	503	506
22047	502	503
22048	501	504
22049	506	505
22050	506	509
22051	509	511
22052	508	514
22053	508	514
22054	507	514
22055	505	514
22056	505	514
22057	508	516
22058	508	515
22059	508	513
22060	508	514
22061	511	513
22062	509	516
22063	505	516
22064	505	512
22065	505	510
22066	506	510
22067	510	509
22068	511	509
22069	507	510
22070	509	508
22071	503	508
22072	503	510
22073	499	506
22074	506	508
22075	506	507
22076	511	508
22077	511	508
22078	508	511
22079	511	508
22080	508	511
22081	507	510
22082	512	513
22083	515	514
22084	519	512
22085	516	512
22086	513	510
22087	507	510
22088	502	506
22089	504	508
22090	507	508
22091	505	503
22092	502	505
22093	502	505
22094	503	505
22095	506	507
22096	506	506
22097	504	510
22098	502	511
22099	504	513
22100	498	513
22101	496	510
22102	498	509
22103	504	504
22104	506	508
22105	519	510
22106	531	512
22107	529	511
22108	523	507
22109	515	509
22110	514	507
22111	512	507
22112	508	506
22113	506	507
22114	509	506
22115	507	509
22116	503	510
22117	505	511
22118	501	513
22119	501	511
22120	502	507
22121	502	511
22122	506	511
22123	506	512
22124	507	511
22125	505	511
22126	508	505
22127	508	507
22128	507	507
22129	509	507
22130	511	507
22131	508	510
22132	507	510
22133	506	507
22134	508	506
22135	512	505
22136	508	505
22137	504	508
22138	501	508
22139	504	511
22140	503	511
22141	505	512
22142	507	511
22143	510	512
22144	513	512
22145	515	512
22146	513	509
22147	515	512
22148	513	513
22149	510	511
22150	508	505
22151	509	507
22152	510	510
22153	505	510
22154	507	511
22155	505	508
22156	506	504
22157	502	505
22158	506	506
22159	504	509
22160	501	508
22161	503	508
22162	504	513
22163	509	509
22164	511	508
22165	508	509
22166	508	512
22167	512	513
22168	510	508
22169	512	508
22170	510	509
22171	511	508
22172	510	509
22173	508	510
22174	507	509
22175	503	508
22176	506	508
22177	507	510
22178	502	513
22179	505	512
22180	505	510
22181	505	509
22182	508	506
22183	508	506
22184	509	510
22185	511	507
22186	508	511
22187	507	509
22188	506	508
22189	508	510
22190	508	512
22191	505	510
22192	504	511
22193	506	512
22194	505	511
22195	512	508
22196	513	511
22197	514	509
22198	513	506
22199	515	508
22200	512	510
22201	512	511
22202	507	513
22203	505	511
22204	505	507
22205	503	507
22206	498	504
22207	502	504
22208	507	507
22209	512	509
22210	508	507
22211	506	512
22212	509	512
22213	506	508
22214	506	507
22215	512	510
22216	515	511
22217	514	511
22218	515	511
22219	512	511
22220	502	507
22221	501	508
22222	499	509
22223	503	512
22224	503	513
22225	507	514
22226	504	512
22227	506	511
22228	507	508
22229	509	507
22230	507	504
22231	506	504
22232	503	510
22233	503	507
22234	504	507
22235	508	511
22236	510	509
22237	517	510
22238	522	509
22239	519	508
22240	515	509
22241	507	508
22242	502	507
22243	504	508
22244	507	507
22245	506	509
22246	509	509
22247	510	512
22248	508	513
22249	511	512
22250	511	511
22251	513	507
22252	505	507
22253	506	509
22254	509	508
22255	511	507
22256	506	509
22257	504	509
22258	504	510
22259	506	510
22260	504	510
22261	505	508
22262	508	511
22263	508	510
22264	504	510
22265	501	511
22266	501	508
22267	503	505
22268	504	506
22269	508	507
22270	505	507
22271	511	511
22272	510	512
22273	509	512
22274	506	512
22275	510	508
22276	516	505
22277	515	508
22278	513	505
22279	515	505
22280	513	505
22281	511	505
22282	505	509
22283	505	511
22284	512	508
22285	509	511
22286	505	509
22287	504	508
22288	500	508
22289	506	509
22290	511	508
22291	514	511
22292	513	511
22293	511	510
22294	505	513
22295	497	515
22296	500	512
22297	499	511
22298	502	508
22299	512	508
22300	512	510
22301	518	507
22302	517	509
22303	510	511
22304	504	510
22305	502	509
22306	504	505
22307	504	508
22308	509	508
22309	507	509
22310	507	504
22311	508	508
22312	510	506
22313	513	509
22314	512	510
22315	507	511
22316	507	512
22317	504	509
22318	505	508
22319	508	508
22320	508	510
22321	508	510
22322	508	513
22323	507	511
22324	505	507
22325	502	507
22326	504	508
22327	506	505
22328	507	509
22329	505	509
22330	504	512
22331	504	511
22332	503	511
22333	510	512
22334	513	510
22335	513	508
22336	516	508
22337	515	506
22338	511	505
22339	509	508
22340	506	505
22341	507	510
22342	509	511
22343	510	511
22344	515	511
22345	515	511
22346	511	510
22347	501	508
22348	501	507
22349	503	505
22350	502	508
22351	502	508
22352	505	508
22353	500	510
22354	503	508
22355	504	508
22356	508	511
22357	511	510
22358	510	508
22359	511	511
22360	512	509
22361	514	507
22362	516	507
22363	513	510
22364	512	509
22365	508	510
22366	507	507
22367	506	506
22368	503	504
22369	504	504
22370	501	507
22371	504	508
22372	505	511
22373	507	511
22374	512	509
22375	510	512
22376	510	509
22377	507	512
22378	507	509
22379	506	509
22380	508	507
22381	509	510
22382	510	508
22383	510	511
22384	507	511
22385	512	509
22386	509	508
22387	508	510
22388	508	511
22389	511	512
22390	511	512
22391	506	509
22392	506	504
22393	509	507
22394	515	507
22395	510	508
22396	508	511
22397	501	509
22398	499	508
22399	501	509
22400	503	510
22401	506	507
22402	507	507
22403	509	508
22404	511	509
22405	510	511
22406	507	510
22407	509	510
22408	509	510
22409	511	511
22410	505	510
22411	510	511
22412	508	508
22413	508	510
22414	506	513
22415	505	512
22416	503	512
22417	503	508
22418	504	506
22419	510	505
22420	505	505
22421	505	507
22422	508	505
22423	515	506
22424	517	506
22425	516	509
22426	510	509
22427	508	508
22428	505	508
22429	507	509
22430	508	509
22431	512	509
22432	506	505
22433	507	507
22434	509	510
22435	508	511
22436	510	512
22437	509	513
22438	501	513
22439	496	512
22440	497	510
22441	501	506
22442	509	507
22443	518	508
22444	518	508
22445	515	510
22446	508	509
22447	503	507
22448	504	508
22449	509	509
22450	511	507
22451	511	509
22452	508	509
22453	505	512
22454	504	511
22455	502	511
22456	504	510
22457	504	508
22458	505	510
22459	509	510
22460	511	511
22461	509	511
22462	511	509
22463	510	508
22464	510	508
22465	507	510
22466	503	508
22467	504	507
22468	503	509
22469	504	507
22470	505	510
22471	508	509
22472	507	510
22473	509	508
22474	512	508
22475	512	509
22476	510	508
22477	512	507
22478	512	512
22479	512	514
22480	512	515
22481	508	512
22482	509	505
22483	513	508
22484	511	509
22485	505	510
22486	505	507
22487	505	508
22488	508	509
22489	508	509
22490	510	510
22491	505	507
22492	505	508
22493	506	506
22494	504	510
22495	501	510
22496	505	512
22497	508	510
22498	508	508
22499	509	509
22500	509	510
22501	509	511
22502	506	510
22503	508	506
22504	507	505
22505	505	507
22506	504	507
22507	501	507
22508	502	510
22509	507	510
22510	513	510
22511	514	508
22512	519	505
22513	515	504
22514	512	505
22515	512	508
22516	509	509
22517	506	509
22518	505	513
22519	506	513
22520	507	510
22521	505	508
22522	502	509
22523	504	511
22524	506	509
22525	510	511
22526	515	510
22527	512	509
22528	511	507
22529	511	507
22530	509	509
22531	505	511
22532	505	510
22533	507	510
22534	506	508
22535	507	509
22536	511	508
22537	508	512
22538	508	511
22539	507	513
22540	505	509
22541	505	508
22542	504	509
22543	507	511
22544	501	508
22545	500	512
22546	505	508
22547	508	506
22548	507	508
22549	511	508
22550	509	511
22551	511	507
22552	511	508
22553	512	505
22554	508	506
22555	508	509
22556	511	507
22557	514	511
22558	514	510
22559	511	512
22560	507	511
22561	504	509
22562	503	508
22563	504	507
22564	507	506
22565	508	509
22566	505	510
22567	504	513
22568	512	509
22569	511	508
22570	508	506
22571	506	510
22572	513	511
22573	513	513
22574	511	509
22575	504	509
22576	510	508
22577	509	511
22578	508	510
22579	507	508
22580	504	507
22581	507	507
22582	502	507
22583	502	510
22584	506	511
22585	508	508
22586	506	508
22587	507	508
22588	509	509
22589	510	510
22590	511	508
22591	511	509
22592	510	507
22593	503	507
22594	503	510
22595	509	508
22596	514	507
22597	510	510
22598	514	511
22599	512	509
22600	508	511
22601	507	511
22602	507	511
22603	507	510
22604	506	507
22605	504	508
22606	508	510
22607	506	511
22608	505	511
22609	500	507
22610	503	505
22611	510	505
22612	511	510
22613	513	514
22614	515	510
22615	510	507
22616	508	506
22617	508	509
22618	509	511
22619	507	511
22620	504	511
22621	505	510
22622	506	513
22623	505	513
22624	505	511
22625	508	509
22626	503	509
22627	502	508
22628	507	509
22629	511	506
22630	515	512
22631	509	508
22632	508	508
22633	508	508
22634	513	510
22635	515	510
22636	511	509
22637	506	510
22638	504	509
22639	504	508
22640	505	506
22641	507	505
22642	510	508
22643	509	505
22644	513	501
22645	511	506
22646	512	509
22647	510	508
22648	506	506
22649	505	507
22650	500	506
22651	501	504
22652	507	503
22653	511	502
22654	510	500
22655	504	504
22656	508	506
22657	513	508
22658	508	512
22659	511	510
22660	509	511
22661	509	511
22662	507	515
22663	509	515
22664	509	514
22665	506	515
22666	506	513
22667	507	514
22668	502	515
22669	502	517
22670	505	517
22671	509	515
22672	506	512
22673	504	509
22674	506	509
22675	504	510
22676	507	513
22677	504	511
22678	511	506
22679	515	506
22680	513	506
22681	509	504
22682	507	504
22683	508	507
22684	508	512
22685	513	513
22686	514	516
22687	510	513
22688	503	511
22689	507	511
22690	510	506
22691	508	508
22692	507	512
22693	512	505
22694	514	507
22695	509	510
22696	510	507
22697	506	506
22698	506	510
22699	504	511
22700	502	511
22701	502	511
22702	504	508
22703	503	509
22704	504	508
22705	506	510
22706	506	511
22707	515	507
22708	515	510
22709	510	512
22710	508	511
22711	510	507
22712	505	506
22713	505	509
22714	504	507
22715	506	508
22716	512	509
22717	507	509
22718	504	510
22719	504	510
22720	505	512
22721	507	511
22722	507	511
22723	506	510
22724	508	507
22725	512	504
22726	510	504
22727	508	507
22728	508	507
22729	508	507
22730	506	503
22731	506	504
22732	510	506
22733	508	511
22734	510	514
22735	508	516
22736	509	512
22737	508	513
22738	511	509
22739	509	508
22740	508	508
22741	507	510
22742	510	506
22743	509	507
22744	511	505
22745	508	504
22746	503	505
22747	506	508
22748	508	510
22749	505	510
22750	505	512
22751	505	514
22752	506	513
22753	506	511
22754	507	508
22755	513	511
22756	514	512
22757	512	512
22758	510	510
22759	508	509
22760	506	510
22761	505	506
22762	507	507
22763	504	508
22764	505	506
22765	504	508
22766	513	506
22767	515	507
22768	513	505
22769	511	510
22770	508	508
22771	504	509
22772	502	511
22773	504	512
22774	511	513
22775	514	513
22776	507	511
22777	501	506
22778	505	507
22779	505	504
22780	508	505
22781	508	511
22782	511	515
22783	509	514
22784	511	513
22785	509	512
22786	505	508
22787	506	506
22788	504	508
22789	508	508
22790	507	507
22791	508	506
22792	507	505
22793	504	507
22794	508	509
22795	508	515
22796	509	513
22797	508	511
22798	508	510
22799	507	508
22800	508	508
